Channel;Entropy
Fp1;0,003582110320937
Fz;0,129431988628859
F3;0,064865408144733
F7;0,007450127067397
FT9;0,005187729764163
FC5;0,025270386624118
FC1;0,518868307386157
C3;0,304001165558428
T7;0,035020537527557
TP9;0,076796024160919
CP5;0,225597136701706
CP1;0,717112127965254
Pz;0,875932069157376
P3;0,442163455532323
P7;0,236207540288438
O1;0,322309009779938
Oz;0,401414484524703
O2;0,415868166627324
P4;0,623617203216379
P8;0,450093275434068
TP10;0,212314212045615
CP6;0,316509029829777
CP2;0,287252461876748
Cz;0,818848264967498
C4;0,207234937425325
T8;0,138668968246946
FT10;0,049233834123245
FC6;0,041908856146957
FC2;0,327767128654638
F4;0,036116790475531
F8;0,002902852027761
Fp2;0,003358866737141
AF7;0,009802320506730
AF3;0,028284259906636
AFz;0,020182494991982
F1;0,180571308831879
F5;0,022602157090083
FT7;0,012229115059651
FC3;0,238663951949982
FCz;0,464634145652820
C1;0,730702053148051
C5;0,100229737713711
TP7;0,110822378168068
CP3;0,448750800797812
P1;0,605227806116477
P5;0,319860232184561
PO7;0,272429648730073
PO3;0,386311259672664
POz;0,514000755304605
PO4;0,622578084819653
PO8;0,416841698266815
P6;0,465428034758473
P2;0,848969495701929
CP4;0,846578798634595
TP8;0,314083475987418
C6;0,314878327993555
C2;0,737147359794541
FC4;0,067228253821157
FT8;0,026421779921958
F6;0,003099531438236
F2;0,071160134346070
AF4;0,013164959838629
AF8;0,000197287927704
