Channel;Entropy
Fp1;0,002839205682592
Fz;0,087123105841894
F3;0,056524178597432
F7;0,033921708465524
FT9;0,145826745882757
FC5;0,165385693167337
FC1;0,296178353771127
C3;0,403456370028744
T7;0,162073944914116
TP9;0,123215657361244
CP5;0,273654679126418
CP1;0,771994603027067
Pz;0,470647642653493
P3;0,264575938349976
P7;0,152595181976429
O1;0,142713438069476
Oz;0,186452679178396
O2;0,131225030763451
P4;0,237124457807760
P8;0,121968478505401
TP10;0,107169281040719
CP6;0,314314625100887
CP2;0,767786507871979
Cz;0,794570301694134
C4;0,405180778651813
T8;0,169762703752655
FT10;0,060740419309471
FC6;0,067412336974617
FC2;0,190272503202408
F4;0,025276720278123
F8;0,008529953750180
Fp2;0,002702530128446
AF7;0,003150937684842
AF3;0,005052888623354
AFz;0,006797493655313
F1;0,114639074497858
F5;0,060191236120574
FT7;0,146541718422039
FC3;0,244335652857349
FCz;0,298715706145011
C1;0,622832516298689
C5;0,265973984326125
TP7;0,215080298427617
CP3;0,389301225668570
P1;0,416570143313714
P5;0,211800360640767
PO7;0,113888002310120
PO3;0,153764089906849
POz;0,169282905127658
PO4;0,127766052703298
PO8;0,087383468300283
P6;0,205688387794984
P2;0,350363700245720
CP4;0,386015634840151
TP8;0,178152269421267
C6;0,261612078170690
C2;0,680332889682024
FC4;0,176226742116728
FT8;0,103073638683245
F6;0,015038434769678
F2;0,068916099453451
AF4;0,004690697621944
AF8;0,000453334824199
