Channel;Entropy
Fp1;0,098143068083121
Fz;0,205178810215924
F3;0,233813792818585
F7;0,198102080266972
FT9;0,092405233797687
FC5;0,254945492534446
FC1;0,323808739610195
C3;0,592748647425442
T7;0,227144553822176
TP9;0,132904213722567
CP5;0,350555720121616
CP1;0,654075628415315
Pz;0,532386529114636
P3;0,180407495149299
P7;0,096666829480869
O1;0,147002425459767
Oz;0,269256505528483
O2;0,169411592288307
P4;0,452103143347998
P8;0,114028332208440
TP10;0,158198076624777
CP6;0,351209084983036
CP2;0,928374468455992
Cz;0,514240211574090
C4;0,398565021838806
T8;0,240810831703452
FT10;0,004680555972994
FC6;0,222851140963867
FC2;0,256320394189989
F4;0,203313933051882
F8;0,172656556411732
Fp2;0,154661761724794
AF7;0,137765191489982
AF3;0,188992638741442
AFz;0,182124055081450
F1;0,226074574822996
F5;0,218611610528944
FT7;0,203391644227854
FC3;0,332238823592258
FCz;0,262681239221668
C1;0,743532954471088
C5;0,361112199118371
TP7;0,181937335521455
CP3;0,382828688914688
P1;0,253478815364756
P5;0,135801066879228
PO7;0,078416950565264
PO3;0,138274789692486
POz;0,263898335294807
PO4;0,218359713947311
PO8;0,091362727440771
P6;0,218762468763602
P2;0,646869619209479
CP4;0,563092902780576
TP8;0,190266928901471
C6;0,332098711318179
C2;0,429423911102345
FC4;0,258276168774199
FT8;0,209193166418030
F6;0,193193032346630
F2;0,203322408533573
AF4;0,179362545336747
AF8;0,140836772663826
