Channel;Entropy
Fp1;0,003335503275955
Fz;0,150429135729468
F3;0,100356202544670
F7;0,097601089276261
FT9;0,093648647556988
FC5;0,194996478839346
FC1;0,340343947824291
C3;0,416073621363354
T7;0,105906431065447
TP9;0,087905999215725
CP5;0,226175363997281
CP1;0,947014833890858
Pz;0,443699286715842
P3;0,283917417059546
P7;0,084423817603571
O1;0,130017285576813
Oz;0,129867982846891
O2;0,130568992489410
P4;0,382834087771074
P8;0,156446345352822
TP10;0,103324291513900
CP6;0,320813987882435
CP2;0,874653602088352
Cz;0,653540379656089
C4;0,339149762811175
T8;0,175423420080173
FT10;0,089046054650821
FC6;0,212017232858542
FC2;0,263628359823475
F4;0,102886518887339
F8;0,060460917759238
Fp2;0,003092540189089
AF7;0,003343829707220
AF3;0,030195930243940
AFz;0,037593261123856
F1;0,193719888840025
F5;0,071778677841623
FT7;0,126561854014428
FC3;0,291689841570405
FCz;0,315873552877304
C1;0,604804242810762
C5;0,247073239041333
TP7;0,113954571322350
CP3;0,506928803211460
P1;0,339648975866395
P5;0,142425467394699
PO7;0,084191740009750
PO3;0,121977594369919
POz;0,151969423307861
PO4;0,198219584508116
PO8;0,090662485323740
P6;0,234107965067553
P2;0,611756852538543
CP4;0,431041429780788
TP8;0,211210419093044
C6;0,296336991202141
C2;0,531569573976766
FC4;0,242970218228317
FT8;0,162131386339280
F6;0,102005307200929
F2;0,154182057864934
AF4;0,040732738691009
AF8;0,003268945056961
