Channel;Entropy
Fp1;0,003160087207058
Fz;0,200501915547760
F3;0,037751545096621
F7;0,000000000000000
FT9;0,018516540294645
FC5;0,019013137490693
FC1;0,224483933387675
C3;0,192623051046171
T7;0,048712853084090
TP9;0,067072389782688
CP5;0,156192860961221
CP1;0,714126387549912
Pz;0,516535308268397
P3;0,313261254020153
P7;0,096038651629320
O1;0,066737420439357
Oz;0,093491755090625
O2;0,095827453382420
P4;0,253410803397107
P8;0,076432026635878
TP10;0,059695366799936
CP6;0,182707928883448
CP2;0,617581361339396
Cz;0,561310219981926
C4;0,233205849528845
T8;0,062658185520771
FT10;0,012437796858718
FC6;0,033909633942910
FC2;0,229182536366108
F4;0,057471820702684
F8;0,000626246666904
Fp2;0,003582952067133
AF7;0,000000000000000
AF3;0,023666795357094
AFz;0,111061708863141
F1;0,126313423244911
F5;0,002463399711083
FT7;0,008252333444649
FC3;0,090329336368862
FCz;0,271364120904807
C1;0,403669748924098
C5;0,082683494117289
TP7;0,090047547559680
CP3;0,285277412225404
P1;0,488002568659056
P5;0,177045991768317
PO7;0,077975942795176
PO3;0,178361105074887
POz;0,210866498568694
PO4;0,171224093975924
PO8;0,066860547827206
P6;0,144922341574121
P2;0,386321120450785
CP4;0,315309764059306
TP8;0,095387978540813
C6;0,113727949085567
C2;0,437540673586022
FC4;0,114859280318361
FT8;0,019720079116206
F6;0,003922667487136
F2;0,163550431460250
AF4;0,031689015755225
AF8;0,000000000000000
