Channel;Entropy
Fp1;0,003803057764501
Fz;0,036642352808358
F3;0,015134953546604
F7;0,017445633743639
FT9;0,016502605190332
FC5;0,038169950257590
FC1;0,015927309395731
C3;0,011319708024455
T7;0,022132500667605
TP9;0,007966277633874
CP5;0,070803986089959
CP1;0,349365731749636
Pz;1,520734064852924
P3;0,783398927237696
P7;0,781277123345412
O1;0,560207782396639
Oz;0,509800520617467
O2;0,435321470413864
P4;0,806174191922030
P8;0,378402683643828
TP10;0,197018376314766
CP6;0,576570947290761
CP2;1,425184550389805
Cz;0,346015668906339
C4;0,608378759567898
T8;0,336200929068331
FT10;0,158548613018485
FC6;0,409221248964989
FC2;0,276435114317022
F4;0,051092304081263
F8;0,141444154207609
Fp2;0,007785114354251
AF7;0,014110189912536
AF3;0,012838875270095
AFz;0,007930337119431
F1;0,021727527192789
F5;0,014186028273488
FT7;0,016842569598192
FC3;0,009292248710732
FCz;0,142581080283274
C1;0,034327195087857
C5;0,074167182294649
TP7;0,557800789233088
CP3;0,073104354177099
P1;0,375690680692397
P5;0,773541935294303
PO7;0,657398341126259
PO3;1,018139893279079
POz;1,540356415963698
PO4;0,693320561432043
PO8;0,398727391999598
P6;0,477481004569988
P2;1,438198822418673
CP4;0,823962866622026
TP8;0,334236416054462
C6;0,182510610950824
C2;0,696236084493092
FC4;0,283432976051712
FT8;0,362971748449007
F6;0,071971699165522
F2;0,054834366508792
AF4;0,007842824709094
AF8;0,006279530482615
