Channel;Entropy
Fp1;0,003633861538141
Fz;0,037920285954087
F3;0,017958401316568
F7;0,009533012737890
FT9;0,062839374855107
FC5;0,099445075903477
FC1;0,290210673186012
C3;0,319517182617434
T7;0,199887064828819
TP9;0,202883390474048
CP5;0,350794771597716
CP1;0,781686119994724
Pz;0,868959415887612
P3;0,660266111255624
P7;0,380770214852416
O1;0,390224450992683
Oz;0,434364604927197
O2;0,471767927597654
P4;0,761691287806257
P8;0,445850271833928
TP10;0,271429104150511
CP6;0,605961580884230
CP2;0,960252213879880
Cz;0,714425406385696
C4;0,667655730832788
T8;0,231397394091935
FT10;0,062279916659432
FC6;0,227105379831420
FC2;0,365686030279870
F4;0,034270916579011
F8;0,028439261370677
Fp2;0,003038441032470
AF7;0,001088500454263
AF3;0,008285298478456
AFz;0,009713987053916
F1;0,029024376894684
F5;0,013231367965074
FT7;0,050419639024533
FC3;0,175050238026284
FCz;0,180615940154736
C1;0,790329756070411
C5;0,314123027378691
TP7;0,332320894165516
CP3;0,793395845503754
P1;0,896305454358436
P5;0,591355972993027
PO7;0,351641947948673
PO3;0,147155673423026
POz;0,520605188139751
PO4;0,632191967719474
PO8;0,405092487596311
P6;0,527261764426201
P2;0,966364539728813
CP4;0,823604462224473
TP8;0,435988609102736
C6;0,419848056624684
C2;0,554998458434576
FC4;0,331281150473713
FT8;0,053827080746304
F6;0,001732414369261
F2;0,038846081839827
AF4;0,008302774571230
AF8;0,004814005026152
