Channel;Entropy
Fp1;0,001588775534286
Fz;0,020027507604335
F3;0,018983876618841
F7;0,012487376681077
FT9;0,002008163195680
FC5;0,114977790626136
FC1;0,198370041363148
C3;0,449718890941742
T7;0,117706404851381
TP9;0,002007379257977
CP5;0,322944587044986
CP1;1,298055178207214
Pz;0,727975883025470
P3;0,509758097969893
P7;0,230327806760226
O1;0,207488651332278
Oz;0,242791767392422
O2;0,226919421515561
P4;0,553788548687618
P8;0,239567163874317
TP10;0,138684415989167
CP6;0,340584233191139
CP2;1,344339998119689
Cz;0,769349760373237
C4;0,264444052019169
T8;0,106913679947392
FT10;0,000068621048619
FC6;0,020756527493771
FC2;0,128081679017889
F4;0,008152402049375
F8;0,000912384935831
Fp2;0,000611975992819
AF7;0,003975368387709
AF3;0,005075445334307
AFz;0,004931975743392
F1;0,026635535354224
F5;0,019140238530834
FT7;0,063229628807710
FC3;0,150144911221015
FCz;0,100192116963308
C1;0,764113671353034
C5;0,233047975987608
TP7;0,191582770226822
CP3;0,587699083731335
P1;0,763427579742661
P5;0,338755069970388
PO7;0,217543930666459
PO3;0,341041459604154
POz;0,423309971143423
PO4;0,275475755789662
PO8;0,236696541546403
P6;0,397965520983506
P2;0,926683569623970
CP4;0,635817416800005
TP8;0,161368743370185
C6;0,093159102392181
C2;0,731096998229861
FC4;0,021500653277406
FT8;0,062912226749946
F6;0,006153960266303
F2;0,015083852099519
AF4;0,003920338568901
AF8;0,000750487497676
