Channel;Entropy
Fp1;0,003583313369727
Fz;0,038044270724035
F3;0,025297358266871
F7;0,009554398871692
FT9;0,065786435264921
FC5;0,077448914250950
FC1;0,187242243093773
C3;0,248142939221450
T7;0,126952135140729
TP9;0,146425804313499
CP5;0,302941719813619
CP1;0,279572237662365
Pz;0,337365602494505
P3;0,203254417755064
P7;0,171710608677735
O1;0,175399698132033
Oz;0,208514934184191
O2;0,199941877017103
P4;0,275507312657130
P8;0,188866579287794
TP10;0,154720442776846
CP6;0,262138475546024
CP2;0,278594154741768
Cz;0,068875107438961
C4;0,252591730197537
T8;0,057530434671558
FT10;0,056300600670997
FC6;0,048365712091743
FC2;0,115459270942193
F4;0,019807755167283
F8;0,007210975843462
Fp2;0,005089217346672
AF7;0,005553700432910
AF3;0,008374812374005
AFz;0,008205621647629
F1;0,025759378050868
F5;0,014765710749614
FT7;0,070315026286426
FC3;0,171338285372842
FCz;0,089358463227820
C1;0,356993671151306
C5;0,194760643148686
TP7;0,088660233467555
CP3;0,406794868232283
P1;0,384246577850119
P5;0,269372383759551
PO7;0,158038429450320
PO3;0,274528346401154
POz;0,266365105487354
PO4;0,229955500965966
PO8;0,178865163791330
P6;0,220677668096285
P2;0,348515504087469
CP4;0,187459307860090
TP8;0,112439431981554
C6;0,158342531841047
C2;0,084827646615275
FC4;0,117605488776985
FT8;0,051410905580183
F6;0,008174415035859
F2;0,035001619476305
AF4;0,007586664891625
AF8;0,004859984916274
