Channel;Entropy
Fp1;0,000529509094448
Fz;0,029628339301783
F3;0,021872685573283
F7;0,027006510390137
FT9;0,574757431025335
FC5;0,269806457761862
FC1;0,311375314410216
C3;0,922770244363405
T7;0,636747367793647
TP9;0,342626614621090
CP5;0,980871346498328
CP1;0,641314638275601
Pz;0,978054993362578
P3;1,031630723239787
P7;0,609827924656652
O1;0,669607999880884
Oz;0,669496549230101
O2;0,650633013316879
P4;0,810484370043935
P8;0,589511473457005
TP10;0,379954973145665
CP6;0,868825491817271
CP2;0,259895427469765
Cz;0,381028375585390
C4;0,791162228251369
T8;0,389791563200585
FT10;0,263493956065877
FC6;0,242534209878659
FC2;0,328588505105471
F4;0,022526737707524
F8;0,113687506496589
Fp2;0,000345702350850
AF7;0,000941592037321
AF3;0,013790514853340
AFz;0,014007894133486
F1;0,023605449753484
F5;0,015738859762533
FT7;0,101152139382406
FC3;0,256564589177523
FCz;0,338610632438312
C1;0,959120783587490
C5;0,896280100330921
TP7;0,724694531635083
CP3;1,194126446325217
P1;1,432230337462214
P5;0,121172111630566
PO7;0,667332747901436
PO3;0,886459052913983
POz;0,918584182671198
PO4;0,903418792001051
PO8;0,532531321087354
P6;0,729094731958096
P2;1,069115005348353
CP4;0,841406496289778
TP8;0,489208804055474
C6;0,527186288550113
C2;1,115430759159759
FC4;0,263337933233300
FT8;0,231712479298120
F6;0,028102331818668
F2;0,045316119304667
AF4;0,013800172025148
AF8;0,004193164939107
