Channel;Entropy
Fp1;0,011402226364349
Fz;0,086710172477937
F3;0,028403291274526
F7;0,023575014861855
FT9;0,018372287978989
FC5;0,036777878329877
FC1;0,056933526286014
C3;0,009623570030830
T7;0,020574084813001
TP9;0,094951439092496
CP5;0,041242808374298
CP1;0,629968802704364
Pz;0,979797356976295
P3;0,640741234974394
P7;0,393717793068533
O1;0,379285184896072
Oz;0,283445506858895
O2;0,247717575712815
P4;0,468674924340213
P8;0,011412430819230
TP10;0,135287283183052
CP6;0,340756965880023
CP2;0,694503217965313
Cz;1,928726893682739
C4;0,348219595543711
T8;0,160817052075676
FT10;0,092529663382396
FC6;0,169089011846891
FC2;0,442637597006918
F4;0,080453796195674
F8;0,067153261646974
Fp2;0,015817506040570
AF7;0,011362281717759
AF3;0,011512617692938
AFz;0,015177527517084
F1;0,059565886901743
F5;0,023389902196445
FT7;0,023255807820759
FC3;0,008710469375389
FCz;0,413330987984761
C1;0,101730229094080
C5;0,112523682747992
TP7;0,213562140846505
CP3;0,075837553148497
P1;1,027688469376071
P5;0,345523996168626
PO7;0,391863291137890
PO3;0,686637908399117
POz;0,526102945329811
PO4;0,359311323925411
PO8;0,246187619662169
P6;0,329808985624583
P2;0,567038352827526
CP4;0,503524740792448
TP8;0,190541773705993
C6;0,129087561953558
C2;0,915834685330690
FC4;0,174273608728164
FT8;0,155165139311933
F6;0,025055684096115
F2;0,147553724400265
AF4;0,016763842425558
AF8;0,024921289048097
