Channel;Entropy
Fp1;0,004666996828664
Fz;0,215221238531333
F3;0,090405359797026
F7;0,014104447038889
FT9;0,044997190605496
FC5;0,165772867791996
FC1;0,477346562655259
C3;0,602084442251721
T7;0,285799690317147
TP9;0,340135683088068
CP5;0,548844987143889
CP1;1,197173211111582
Pz;0,975121717930444
P3;0,640709920272148
P7;0,357792171025131
O1;0,481192563011234
Oz;0,482406115506445
O2;0,404610654218417
P4;0,554011589075461
P8;0,274541835871848
TP10;0,237948454664090
CP6;0,405904011161248
CP2;1,412261062219619
Cz;1,217782751379844
C4;0,577544016833597
T8;0,227488778157195
FT10;0,083416326565047
FC6;0,208900280141820
FC2;0,656719900069596
F4;0,207350431017713
F8;0,037946822908622
Fp2;0,004678409786207
AF7;0,005231092601473
AF3;0,015030356419364
AFz;0,028714404926179
F1;0,175198361067217
F5;0,025794425032803
FT7;0,111303642141312
FC3;0,247352101260904
FCz;0,593912098376148
C1;0,824386218059753
C5;0,402612060872699
TP7;0,385353877499184
CP3;0,777852500966129
P1;1,011703966507908
P5;0,464190649554153
PO7;0,395019439157788
PO3;0,471648747591608
POz;0,619681915163330
PO4;0,403713345253329
PO8;0,320917114905126
P6;0,333185995993828
P2;0,963735966490587
CP4;0,757313160808529
TP8;0,328498844915011
C6;0,394925601885373
C2;1,064589205590951
FC4;0,384189638774404
FT8;0,149503616237412
F6;0,079945737520830
F2;0,292047829757956
AF4;0,039973351532186
AF8;0,004395959241044
