Channel;Entropy
Fp1;0,000023342499652
Fz;0,020566419817835
F3;0,017778376054965
F7;0,011215620804218
FT9;0,079103492829042
FC5;0,172826080558733
FC1;0,199673820046015
C3;0,576499166262500
T7;0,222999451531774
TP9;0,143598411863480
CP5;0,444094729777463
CP1;0,421122535416216
Pz;0,805591273628420
P3;0,615410250335555
P7;0,280545793381675
O1;0,239341000313151
Oz;0,258238531645215
O2;0,178939801175181
P4;0,618581534957583
P8;0,257708484724011
TP10;0,124494028653423
CP6;0,429514232723135
CP2;0,980452252909517
Cz;0,429456592213535
C4;0,531824839058798
T8;0,188000219758008
FT10;0,050708706739258
FC6;0,169875760889842
FC2;0,179517085015191
F4;0,020325972426665
F8;0,018172533039125
Fp2;0,000000181492443
AF7;0,000005463058008
AF3;0,010153553474158
AFz;0,012438246052311
F1;0,023789005393743
F5;0,014703781431495
FT7;0,176323578409253
FC3;0,192315257777496
FCz;0,162543568603131
C1;0,544940906415860
C5;0,445320155375672
TP7;0,197930498617510
CP3;0,786499602124411
P1;0,911616717757727
P5;0,442444901209953
PO7;0,245182931659587
PO3;0,370558940829524
POz;0,294150254753297
PO4;0,380858932150442
PO8;0,249349242951765
P6;0,439038467395410
P2;0,819740070703523
CP4;0,617410216563809
TP8;0,123541811773943
C6;0,316034380506267
C2;0,149365324772060
FC4;0,230498614687535
FT8;0,101013553628582
F6;0,016583336796314
F2;0,023939590740383
AF4;0,011107473359158
AF8;0,000152781669526
