Channel;Entropy
Fp1;0,000440162763304
Fz;0,016919761448312
F3;0,013280986637305
F7;0,004966713316406
FT9;0,006458848948045
FC5;0,030502131286107
FC1;0,255540423153425
C3;0,310256365285678
T7;0,026270096603775
TP9;0,048531431509546
CP5;0,245269453025828
CP1;1,017517863695294
Pz;1,072763204793072
P3;0,547510615906230
P7;0,175579351564856
O1;0,221128196878759
Oz;0,350509060253619
O2;0,441013719131992
P4;0,783346284904959
P8;0,550954802740728
TP10;0,248610722920316
CP6;0,510328741705098
CP2;1,152664267546246
Cz;0,878205688451760
C4;0,163072887268040
T8;0,121539998496372
FT10;0,013742948823805
FC6;0,009923627123200
FC2;0,074675595512312
F4;0,010029275530845
F8;0,002363185008530
Fp2;0,000000000000000
AF7;0,004670118019221
AF3;0,008624842088343
AFz;0,009166257708511
F1;0,034417954100218
F5;0,012578842841691
FT7;0,005833045502595
FC3;0,143584636966593
FCz;0,118139881412668
C1;0,863717563674911
C5;0,107828515062018
TP7;0,105193151158054
CP3;0,496801751996443
P1;0,829024201054573
P5;0,372700813307629
PO7;0,182479907221344
PO3;0,434050991755798
POz;0,687350274452373
PO4;0,709412709021637
PO8;0,502969226180860
P6;0,698475460574446
P2;1,161927851510611
CP4;0,630290494758719
TP8;0,387304420911912
C6;0,107715881867028
C2;0,195873809594058
FC4;0,031468364706907
FT8;0,010811311641682
F6;0,005721900232183
F2;0,015509052701872
AF4;0,005976977068900
AF8;0,000000000000000
