Channel;Entropy
Fp1;0,006578539851562
Fz;0,052144567075843
F3;0,054911584527246
F7;0,015646251079753
FT9;0,020269205808774
FC5;0,045094150915495
FC1;0,080698865878301
C3;0,088710881908248
T7;0,035388162824090
TP9;0,046900249187820
CP5;0,048972648638714
CP1;0,439361942964898
Pz;0,309681987151774
P3;0,103352977126479
P7;0,053346499760053
O1;0,065703405278541
Oz;0,094355408654619
O2;0,076915928688604
P4;0,141928399698253
P8;0,040869939505643
TP10;0,044607977635492
CP6;0,038295318389234
CP2;0,481036559141706
Cz;0,285061955185616
C4;0,076086904322975
T8;0,027124309824390
FT10;0,032585835577047
FC6;0,039971997973833
FC2;0,099303211519980
F4;0,033323313318741
F8;0,013065973398046
Fp2;0,005858715994414
AF7;0,006127311193542
AF3;0,011512871409321
AFz;0,024898139938568
F1;0,056304292464453
F5;0,012904733986871
FT7;0,028156401253575
FC3;0,038138798981651
FCz;0,093003454562214
C1;0,180061748353064
C5;0,050164114858815
TP7;0,046919738203638
CP3;0,113375123652769
P1;0,195797978457135
P5;0,077215025451891
PO7;0,049567888470617
PO3;0,076201206431832
POz;0,126631687680292
PO4;0,103622368290834
PO8;0,056335638598506
P6;0,072491602583207
P2;0,212000326621410
CP4;0,109738968683550
TP8;0,042127011842343
C6;0,053250899989864
C2;0,185167718444194
FC4;0,050007879704735
FT8;0,034559505326033
F6;0,014129434613545
F2;0,040863536500124
AF4;0,009536911878161
AF8;0,005687769021261
