Channel;Entropy
Fp1;0,000000000000000
Fz;0,036191730269048
F3;0,010048929891550
F7;0,001703628350227
FT9;0,030497906303988
FC5;0,051012065055426
FC1;0,184628282061667
C3;0,360656247107994
T7;0,082668231815035
TP9;0,103935854714001
CP5;0,273170026909673
CP1;0,774960949237419
Pz;0,711130812669514
P3;0,434955203944353
P7;0,175892990640150
O1;0,244847554507933
Oz;0,245040712169858
O2;0,245706540444533
P4;0,543267909673393
P8;0,252442670196781
TP10;0,099655319170590
CP6;0,364915117039273
CP2;0,883295058195898
Cz;0,703003073446074
C4;0,287393839490393
T8;0,071485741678649
FT10;0,011691813906246
FC6;0,049480419620525
FC2;0,143375674178549
F4;0,011079670633099
F8;0,001273573203653
Fp2;0,000000000000000
AF7;0,000000000000000
AF3;0,000040647698834
AFz;0,000288359841818
F1;0,050658447772672
F5;0,001622079258916
FT7;0,033346597641514
FC3;0,125285910854768
FCz;0,187780129128664
C1;0,576246231504203
C5;0,163722311852853
TP7;0,151737460535596
CP3;0,541013358363149
P1;0,154021033003296
P5;0,265493227979873
PO7;0,175643737074787
PO3;0,255570525441953
POz;0,289253328042997
PO4;0,401179044924302
PO8;0,227833206565996
P6;0,401841061244079
P2;0,798978200862259
CP4;0,585892012692889
TP8;0,221746881622723
C6;0,172908057646304
C2;0,581135221120058
FC4;0,098942118093515
FT8;0,036533823327496
F6;0,010472293554276
F2;0,040967470955142
AF4;0,000681988989394
AF8;0,000000000000000
